Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
ORD102124,2024-10-23,2024-10-25,Same Day,CUST1210,Customer 1864,Home Office,USA,Los Angeles,California,86503,West,PROD468,Technology,Phones,Phones Model 937,249.44,6,0.15,23.02
ORD102125,2025-08-12,2025-08-16,Same Day,CUST2256,Customer 3610,Corporate,USA,Dallas,Texas,57455,South,PROD396,Office Supplies,Binders,Binders Model 789,191.63,2,0.0,64.39
ORD102126,2024-06-19,2024-06-23,Second Class,CUST2212,Customer 2077,Corporate,USA,Dallas,Texas,45174,South,PROD796,Office Supplies,Paper,Paper Model 125,2055.85,3,0.2,219.51
ORD102127,2024-12-23,2024-12-29,Same Day,CUST1046,Customer 3453,Corporate,USA,Seattle,Washington,59670,West,PROD840,Furniture,Bookcases,Bookcases Model 704,11630.18,9,0.1,1442.93
ORD102128,2025-07-15,2025-07-19,Standard Class,CUST3559,Customer 3144,Corporate,USA,Seattle,Washington,67764,West,PROD567,Technology,Accessories,Accessories Model 549,1498.56,2,0.05,463.72
ORD102129,2024-05-27,2024-05-31,Second Class,CUST3035,Customer 1919,Home Office,USA,Dallas,Texas,34082,South,PROD863,Furniture,Bookcases,Bookcases Model 927,2739.84,4,0.2,596.26
ORD102130,2024-05-06,2024-05-08,Same Day,CUST1706,Customer 768,Home Office,USA,Chicago,Illinois,14257,Central,PROD516,Technology,Phones,Phones Model 652,972.19,1,0.15,278.54
ORD102131,2024-02-23,2024-03-01,Second Class,CUST1883,Customer 2527,Home Office,USA,San Francisco,California,40118,West,PROD358,Furniture,Chairs,Chairs Model 386,3925.13,4,0.05,1031.9
ORD102132,2025-12-25,2025-12-27,Standard Class,CUST2633,Customer 2507,Corporate,USA,Chicago,Illinois,95769,Central,PROD233,Office Supplies,Storage,Storage Model 295,729.03,1,0.15,205.8
ORD102133,2025-06-01,2025-06-04,Second Class,CUST2975,Customer 2931,Consumer,USA,Dallas,Texas,14326,South,PROD904,Technology,Accessories,Accessories Model 491,5165.36,6,0.05,294.96
ORD102134,2024-12-14,2024-12-16,Standard Class,CUST1476,Customer 3940,Home Office,USA,Dallas,Texas,92804,South,PROD871,Technology,Copiers,Copiers Model 883,4357.41,6,0.1,1063.04
ORD102135,2024-01-07,2024-01-10,Second Class,CUST4991,Customer 1819,Corporate,USA,Boston,Massachusetts,49673,East,PROD235,Furniture,Tables,Tables Model 473,7336.88,6,0.1,1238.63
ORD102136,2025-07-11,2025-07-15,Standard Class,CUST3780,Customer 740,Consumer,USA,Houston,Texas,39974,South,PROD839,Office Supplies,Storage,Storage Model 704,4504.92,7,0.2,1163.06
ORD102137,2025-09-28,2025-10-04,First Class,CUST3294,Customer 1644,Corporate,USA,Los Angeles,California,37374,West,PROD706,Furniture,Chairs,Chairs Model 894,120.0,2,0.15,31.18
ORD102138,2025-05-23,2025-05-25,Standard Class,CUST2030,Customer 3283,Consumer,USA,Seattle,Washington,50594,West,PROD681,Office Supplies,Storage,Storage Model 470,1958.63,9,0.15,500.75
ORD102139,2024-04-27,2024-05-01,Standard Class,CUST1960,Customer 798,Consumer,USA,Chicago,Illinois,81028,Central,PROD670,Technology,Phones,Phones Model 618,4897.8,8,0.3,112.22
ORD102140,2025-05-14,2025-05-17,First Class,CUST3804,Customer 325,Consumer,USA,Boston,Massachusetts,12779,East,PROD250,Furniture,Chairs,Chairs Model 797,6350.06,6,0.0,658.12
ORD102141,2024-10-31,2024-11-03,First Class,CUST1273,Customer 1632,Corporate,USA,Seattle,Washington,79445,West,PROD610,Technology,Copiers,Copiers Model 734,1090.27,1,0.0,214.49
ORD102142,2025-04-22,2025-04-25,Standard Class,CUST4194,Customer 401,Corporate,USA,Seattle,Washington,32428,West,PROD515,Technology,Phones,Phones Model 797,558.51,1,0.1,27.64
ORD102143,2025-05-07,2025-05-12,First Class,CUST2197,Customer 3011,Home Office,USA,Detroit,Michigan,34725,Central,PROD306,Office Supplies,Binders,Binders Model 113,1239.02,1,0.05,185.2
ORD102144,2025-12-25,2025-12-31,Standard Class,CUST2745,Customer 201,Consumer,USA,Miami,Florida,44028,South,PROD443,Office Supplies,Binders,Binders Model 556,2357.54,4,0.3,116.39
ORD102145,2024-12-16,2024-12-21,Standard Class,CUST3543,Customer 2598,Corporate,USA,Los Angeles,California,10913,West,PROD197,Furniture,Tables,Tables Model 473,3331.83,8,0.0,829.95
ORD102146,2025-05-09,2025-05-15,Second Class,CUST1113,Customer 2529,Consumer,USA,Philadelphia,Pennsylvania,55927,East,PROD175,Furniture,Bookcases,Bookcases Model 685,5484.53,7,0.15,1338.81
ORD102147,2024-08-31,2024-09-02,Second Class,CUST4971,Customer 2315,Corporate,USA,Los Angeles,California,10491,West,PROD951,Furniture,Bookcases,Bookcases Model 375,2619.02,3,0.2,198.65
ORD102148,2025-07-02,2025-07-08,First Class,CUST4745,Customer 1322,Consumer,USA,San Francisco,California,20135,West,PROD539,Technology,Accessories,Accessories Model 962,7679.75,9,0.05,468.02
ORD102149,2025-04-22,2025-04-25,Same Day,CUST2239,Customer 2851,Consumer,USA,Seattle,Washington,50602,West,PROD287,Technology,Accessories,Accessories Model 406,1638.51,2,0.1,494.96
ORD102150,2025-06-13,2025-06-18,Second Class,CUST3838,Customer 288,Consumer,USA,Chicago,Illinois,49371,Central,PROD768,Technology,Accessories,Accessories Model 688,542.7,3,0.15,92.47
ORD102151,2024-09-21,2024-09-24,Second Class,CUST3602,Customer 1253,Consumer,USA,Minneapolis,Minnesota,92531,Central,PROD450,Office Supplies,Binders,Binders Model 980,5822.76,7,0.3,430.91
ORD102152,2025-01-05,2025-01-09,Standard Class,CUST2382,Customer 3703,Corporate,USA,Miami,Florida,50289,South,PROD328,Office Supplies,Storage,Storage Model 630,6941.31,8,0.05,2013.69
ORD102153,2024-01-20,2024-01-26,First Class,CUST1513,Customer 1201,Corporate,USA,New York,New York,86176,East,PROD984,Technology,Copiers,Copiers Model 528,398.92,1,0.05,75.87
ORD102154,2025-03-05,2025-03-11,First Class,CUST2978,Customer 935,Corporate,USA,Philadelphia,Pennsylvania,64421,East,PROD230,Furniture,Bookcases,Bookcases Model 394,355.9,1,0.2,53.54
ORD102155,2024-02-03,2024-02-05,Same Day,CUST4202,Customer 2456,Consumer,USA,San Francisco,California,16953,West,PROD709,Office Supplies,Storage,Storage Model 878,1600.65,3,0.05,333.21
ORD102156,2024-09-04,2024-09-05,Standard Class,CUST4080,Customer 1885,Consumer,USA,Philadelphia,Pennsylvania,33891,East,PROD505,Office Supplies,Storage,Storage Model 418,1024.58,1,0.0,96.82
ORD102157,2024-01-12,2024-01-18,Standard Class,CUST3136,Customer 1090,Consumer,USA,Boston,Massachusetts,90003,East,PROD916,Office Supplies,Paper,Paper Model 328,8148.53,7,0.2,-213.29
ORD102158,2025-08-12,2025-08-17,Second Class,CUST4416,Customer 3252,Home Office,USA,San Francisco,California,52341,West,PROD731,Technology,Copiers,Copiers Model 527,5124.09,5,0.15,200.22
ORD102159,2024-06-21,2024-06-23,Same Day,CUST4150,Customer 3739,Consumer,USA,Minneapolis,Minnesota,49478,Central,PROD576,Office Supplies,Paper,Paper Model 846,699.86,2,0.1,131.95
ORD102160,2024-01-17,2024-01-22,Standard Class,CUST3880,Customer 3979,Home Office,USA,San Francisco,California,17287,West,PROD542,Office Supplies,Binders,Binders Model 407,224.09,1,0.3,24.99
ORD102161,2024-09-12,2024-09-19,First Class,CUST2302,Customer 1065,Home Office,USA,Detroit,Michigan,16880,Central,PROD831,Furniture,Bookcases,Bookcases Model 390,1060.02,5,0.1,170.63
ORD102162,2025-12-23,2025-12-29,Standard Class,CUST4009,Customer 1774,Corporate,USA,Seattle,Washington,57668,West,PROD930,Furniture,Chairs,Chairs Model 983,4195.57,7,0.2,54.89
ORD102163,2025-02-13,2025-02-18,Standard Class,CUST2135,Customer 1309,Consumer,USA,Miami,Florida,98063,South,PROD704,Furniture,Bookcases,Bookcases Model 985,5165.34,4,0.1,1111.44
ORD102164,2025-04-12,2025-04-14,Second Class,CUST4388,Customer 3270,Home Office,USA,Seattle,Washington,22924,West,PROD326,Office Supplies,Binders,Binders Model 352,6469.95,9,0.15,367.04
ORD102165,2024-08-01,2024-08-02,Second Class,CUST1942,Customer 1734,Corporate,USA,Boston,Massachusetts,23299,East,PROD965,Furniture,Tables,Tables Model 283,5420.85,6,0.05,1525.85
ORD102166,2025-04-14,2025-04-16,Standard Class,CUST1990,Customer 943,Corporate,USA,San Francisco,California,15874,West,PROD431,Office Supplies,Paper,Paper Model 174,604.58,1,0.3,25.57
ORD102167,2025-12-26,2025-12-27,First Class,CUST4879,Customer 1461,Corporate,USA,Chicago,Illinois,80034,Central,PROD979,Furniture,Chairs,Chairs Model 610,436.97,3,0.1,8.08
ORD102168,2025-12-04,2025-12-10,First Class,CUST4876,Customer 1397,Corporate,USA,Philadelphia,Pennsylvania,50048,East,PROD172,Office Supplies,Storage,Storage Model 180,220.31,1,0.1,61.38
ORD102169,2024-02-06,2024-02-10,Standard Class,CUST3401,Customer 374,Consumer,USA,San Francisco,California,55253,West,PROD121,Office Supplies,Binders,Binders Model 457,983.35,3,0.1,246.07
ORD102170,2025-09-23,2025-09-29,Same Day,CUST1450,Customer 1365,Home Office,USA,Seattle,Washington,75170,West,PROD978,Technology,Accessories,Accessories Model 874,12588.92,10,0.1,3804.77
ORD102171,2025-06-11,2025-06-17,Second Class,CUST2137,Customer 1678,Consumer,USA,Dallas,Texas,12287,South,PROD960,Office Supplies,Binders,Binders Model 902,7142.15,7,0.15,300.71
ORD102172,2025-11-03,2025-11-06,Same Day,CUST1972,Customer 1295,Consumer,USA,Chicago,Illinois,11213,Central,PROD994,Technology,Accessories,Accessories Model 897,3040.8,3,0.0,948.07
ORD102173,2025-09-13,2025-09-18,Same Day,CUST3051,Customer 3313,Corporate,USA,Boston,Massachusetts,97509,East,PROD767,Office Supplies,Binders,Binders Model 530,2687.76,6,0.0,178.52
ORD102174,2024-01-25,2024-01-30,Standard Class,CUST4052,Customer 3136,Home Office,USA,Detroit,Michigan,14973,Central,PROD211,Furniture,Tables,Tables Model 145,950.16,4,0.3,208.38
ORD102175,2025-05-12,2025-05-19,Standard Class,CUST3203,Customer 2433,Consumer,USA,Boston,Massachusetts,15015,East,PROD387,Office Supplies,Storage,Storage Model 918,2208.73,2,0.0,507.94
ORD102176,2025-06-04,2025-06-08,First Class,CUST1362,Customer 2161,Home Office,USA,Minneapolis,Minnesota,56297,Central,PROD530,Furniture,Tables,Tables Model 710,2540.94,4,0.2,234.5
ORD102177,2025-07-24,2025-07-29,Second Class,CUST2557,Customer 1961,Consumer,USA,Boston,Massachusetts,78682,East,PROD135,Technology,Phones,Phones Model 112,4372.62,10,0.15,481.33
ORD102178,2024-04-24,2024-04-30,First Class,CUST2832,Customer 633,Home Office,USA,Chicago,Illinois,35317,Central,PROD569,Technology,Accessories,Accessories Model 315,3274.57,3,0.0,1129.91
ORD102179,2024-01-30,2024-02-04,Second Class,CUST1203,Customer 3149,Corporate,USA,Dallas,Texas,89122,South,PROD554,Office Supplies,Binders,Binders Model 632,2242.87,8,0.2,420.15
ORD102180,2025-04-17,2025-04-18,First Class,CUST2587,Customer 1970,Corporate,USA,Houston,Texas,83963,South,PROD136,Technology,Accessories,Accessories Model 545,4963.66,6,0.1,354.04
ORD102181,2024-12-11,2024-12-18,Same Day,CUST4658,Customer 414,Consumer,USA,Minneapolis,Minnesota,65703,Central,PROD411,Technology,Copiers,Copiers Model 462,3399.89,7,0.15,851.74
ORD102182,2024-11-06,2024-11-08,Standard Class,CUST3063,Customer 200,Home Office,USA,Chicago,Illinois,95959,Central,PROD549,Office Supplies,Storage,Storage Model 314,11116.08,10,0.1,802.23
ORD102183,2025-03-14,2025-03-17,Second Class,CUST1983,Customer 3157,Corporate,USA,Los Angeles,California,72497,West,PROD593,Technology,Phones,Phones Model 913,2168.91,3,0.1,647.2
ORD102184,2024-04-20,2024-04-25,Second Class,CUST4439,Customer 1703,Consumer,USA,Los Angeles,California,58650,West,PROD389,Technology,Phones,Phones Model 660,1279.74,2,0.15,201.13
ORD102185,2025-01-18,2025-01-25,First Class,CUST2380,Customer 1316,Consumer,USA,Minneapolis,Minnesota,96269,Central,PROD159,Furniture,Chairs,Chairs Model 450,776.49,2,0.05,36.71
ORD102186,2024-08-01,2024-08-06,Same Day,CUST2644,Customer 2585,Corporate,USA,Miami,Florida,41051,South,PROD632,Furniture,Bookcases,Bookcases Model 622,597.87,1,0.3,122.87
ORD102187,2024-10-15,2024-10-17,Second Class,CUST4163,Customer 2750,Consumer,USA,Chicago,Illinois,13604,Central,PROD130,Office Supplies,Paper,Paper Model 694,573.82,2,0.15,29.07
ORD102188,2024-01-19,2024-01-23,First Class,CUST1435,Customer 1793,Home Office,USA,Boston,Massachusetts,84238,East,PROD759,Furniture,Tables,Tables Model 522,1139.22,3,0.2,286.0
ORD102189,2025-01-02,2025-01-03,Same Day,CUST1642,Customer 596,Corporate,USA,Dallas,Texas,30342,South,PROD563,Office Supplies,Paper,Paper Model 896,2247.39,3,0.2,399.94
ORD102190,2024-08-17,2024-08-20,Standard Class,CUST2524,Customer 1566,Home Office,USA,Miami,Florida,71354,South,PROD562,Office Supplies,Binders,Binders Model 973,198.12,1,0.05,8.16
ORD102191,2024-09-25,2024-09-26,Second Class,CUST4162,Customer 3531,Home Office,USA,New York,New York,11569,East,PROD444,Office Supplies,Binders,Binders Model 171,4101.68,6,0.2,-69.55
ORD102192,2024-05-10,2024-05-14,First Class,CUST4159,Customer 1129,Corporate,USA,Detroit,Michigan,93215,Central,PROD728,Office Supplies,Binders,Binders Model 134,11499.35,9,0.0,1325.33
ORD102193,2025-07-18,2025-07-25,First Class,CUST2240,Customer 1241,Consumer,USA,Chicago,Illinois,11941,Central,PROD248,Office Supplies,Binders,Binders Model 263,4109.59,6,0.05,877.19
ORD102194,2024-03-13,2024-03-15,Same Day,CUST1961,Customer 1893,Consumer,USA,Miami,Florida,49348,South,PROD475,Technology,Phones,Phones Model 142,3301.78,5,0.2,290.11
ORD102195,2025-10-08,2025-10-13,Standard Class,CUST4768,Customer 1080,Consumer,USA,Los Angeles,California,89204,West,PROD880,Furniture,Bookcases,Bookcases Model 354,171.99,1,0.3,23.0
ORD102196,2024-04-04,2024-04-11,Standard Class,CUST4403,Customer 418,Home Office,USA,Chicago,Illinois,90692,Central,PROD228,Office Supplies,Binders,Binders Model 851,622.99,1,0.1,152.48
ORD102197,2025-02-23,2025-02-28,Second Class,CUST2185,Customer 260,Consumer,USA,Dallas,Texas,38894,South,PROD368,Technology,Copiers,Copiers Model 180,12680.78,10,0.05,3143.37
ORD102198,2025-07-29,2025-08-04,Standard Class,CUST2278,Customer 40,Corporate,USA,Houston,Texas,21262,South,PROD814,Furniture,Chairs,Chairs Model 820,1656.71,9,0.0,509.21
ORD102199,2024-11-13,2024-11-16,Same Day,CUST1157,Customer 2058,Corporate,USA,Los Angeles,California,64273,West,PROD101,Office Supplies,Storage,Storage Model 686,2232.67,2,0.15,425.45
ORD102200,2025-06-23,2025-06-25,Standard Class,CUST1089,Customer 811,Consumer,USA,Houston,Texas,44429,South,PROD928,Office Supplies,Paper,Paper Model 926,1795.79,2,0.1,289.12
ORD102201,2024-12-01,2024-12-07,Same Day,CUST3456,Customer 1101,Consumer,USA,Dallas,Texas,69636,South,PROD843,Office Supplies,Paper,Paper Model 374,10796.72,8,0.05,817.74
ORD102202,2025-06-21,2025-06-25,Standard Class,CUST3475,Customer 3861,Consumer,USA,New York,New York,42365,East,PROD723,Furniture,Tables,Tables Model 209,4207.46,5,0.1,774.96
ORD102203,2024-11-03,2024-11-04,Standard Class,CUST4413,Customer 1579,Consumer,USA,San Francisco,California,39379,West,PROD271,Technology,Copiers,Copiers Model 536,1475.08,5,0.0,352.58
ORD102204,2025-02-10,2025-02-12,Standard Class,CUST3807,Customer 3427,Consumer,USA,Detroit,Michigan,20644,Central,PROD127,Furniture,Chairs,Chairs Model 646,4811.14,9,0.0,1576.31
ORD102205,2024-02-08,2024-02-12,First Class,CUST1087,Customer 252,Corporate,USA,Minneapolis,Minnesota,67778,Central,PROD397,Office Supplies,Paper,Paper Model 633,1857.1,7,0.0,218.69
ORD102206,2025-06-15,2025-06-20,First Class,CUST3083,Customer 1034,Home Office,USA,Detroit,Michigan,19088,Central,PROD578,Technology,Accessories,Accessories Model 112,8926.39,9,0.15,1614.29
ORD102207,2024-03-14,2024-03-18,Same Day,CUST4889,Customer 3915,Consumer,USA,San Francisco,California,95700,West,PROD592,Furniture,Chairs,Chairs Model 420,1020.8,1,0.15,-9.0
ORD102208,2024-03-16,2024-03-20,Standard Class,CUST3350,Customer 2882,Corporate,USA,Miami,Florida,16825,South,PROD137,Furniture,Chairs,Chairs Model 384,680.98,1,0.15,15.79
ORD102209,2024-12-31,2025-01-03,Same Day,CUST2833,Customer 1145,Consumer,USA,New York,New York,40456,East,PROD338,Furniture,Tables,Tables Model 781,663.63,5,0.1,200.1
ORD102210,2024-06-14,2024-06-16,Standard Class,CUST2966,Customer 3180,Home Office,USA,Miami,Florida,13475,South,PROD938,Technology,Copiers,Copiers Model 316,6810.58,7,0.3,287.46
ORD102211,2025-08-20,2025-08-22,Same Day,CUST3566,Customer 1656,Corporate,USA,San Francisco,California,38107,West,PROD836,Furniture,Chairs,Chairs Model 495,840.1,1,0.1,209.26
ORD102212,2025-08-04,2025-08-11,First Class,CUST4126,Customer 1752,Home Office,USA,Philadelphia,Pennsylvania,30286,East,PROD379,Technology,Accessories,Accessories Model 618,1319.16,8,0.05,219.41
ORD102213,2025-06-22,2025-06-26,First Class,CUST4972,Customer 2709,Consumer,USA,Minneapolis,Minnesota,91491,Central,PROD257,Technology,Phones,Phones Model 986,3420.05,4,0.3,604.68
ORD102214,2024-09-04,2024-09-07,Second Class,CUST4240,Customer 510,Corporate,USA,Minneapolis,Minnesota,89817,Central,PROD499,Office Supplies,Storage,Storage Model 550,878.55,8,0.3,123.34
ORD102215,2024-08-22,2024-08-29,First Class,CUST2894,Customer 2489,Consumer,USA,Boston,Massachusetts,25524,East,PROD834,Furniture,Tables,Tables Model 224,4650.26,6,0.2,526.91
ORD102216,2024-07-11,2024-07-14,First Class,CUST2610,Customer 1239,Corporate,USA,Chicago,Illinois,37345,Central,PROD939,Office Supplies,Binders,Binders Model 706,5982.76,7,0.3,581.45
ORD102217,2024-08-24,2024-08-29,Second Class,CUST2026,Customer 2710,Consumer,USA,Chicago,Illinois,72316,Central,PROD812,Furniture,Tables,Tables Model 960,3992.09,6,0.1,1054.26
ORD102218,2024-11-25,2024-11-27,Standard Class,CUST2348,Customer 98,Home Office,USA,Philadelphia,Pennsylvania,32758,East,PROD498,Technology,Accessories,Accessories Model 154,4327.3,7,0.3,-106.99
ORD102219,2024-11-30,2024-12-04,Standard Class,CUST2700,Customer 289,Home Office,USA,New York,New York,70250,East,PROD297,Technology,Phones,Phones Model 675,1624.93,2,0.3,-86.75
ORD102220,2024-08-24,2024-08-25,Standard Class,CUST3754,Customer 3031,Home Office,USA,Dallas,Texas,77108,South,PROD243,Technology,Copiers,Copiers Model 770,2035.68,9,0.0,155.35
ORD102221,2025-12-04,2025-12-10,Same Day,CUST2958,Customer 524,Consumer,USA,Seattle,Washington,98323,West,PROD323,Office Supplies,Storage,Storage Model 175,5287.8,7,0.2,1053.59
ORD102222,2025-04-22,2025-04-28,Second Class,CUST3572,Customer 1691,Corporate,USA,Boston,Massachusetts,51551,East,PROD842,Technology,Accessories,Accessories Model 529,6757.29,9,0.0,2139.97
ORD102223,2024-01-22,2024-01-26,Second Class,CUST4074,Customer 335,Home Office,USA,Philadelphia,Pennsylvania,62118,East,PROD941,Furniture,Chairs,Chairs Model 394,1327.18,2,0.2,310.08
ORD102224,2024-04-29,2024-05-05,Same Day,CUST3488,Customer 978,Corporate,USA,Boston,Massachusetts,76419,East,PROD293,Office Supplies,Binders,Binders Model 424,1000.8,4,0.0,174.18
ORD102225,2025-08-14,2025-08-20,Standard Class,CUST3920,Customer 2342,Home Office,USA,Boston,Massachusetts,39899,East,PROD774,Office Supplies,Paper,Paper Model 283,6290.85,5,0.0,592.61
ORD102226,2025-09-08,2025-09-10,Same Day,CUST3388,Customer 1066,Home Office,USA,Houston,Texas,91869,South,PROD681,Technology,Phones,Phones Model 428,8145.75,7,0.15,345.72
ORD102227,2025-12-01,2025-12-06,First Class,CUST4113,Customer 3939,Consumer,USA,Los Angeles,California,92548,West,PROD539,Office Supplies,Binders,Binders Model 885,9751.06,10,0.15,657.63
ORD102228,2024-02-17,2024-02-21,First Class,CUST1099,Customer 2479,Home Office,USA,Minneapolis,Minnesota,78123,Central,PROD125,Furniture,Chairs,Chairs Model 428,2122.32,2,0.1,162.93
ORD102229,2025-12-11,2025-12-12,Same Day,CUST3861,Customer 3641,Consumer,USA,Detroit,Michigan,73108,Central,PROD643,Furniture,Tables,Tables Model 590,2245.43,6,0.3,297.39
ORD102230,2024-09-29,2024-10-03,Second Class,CUST2916,Customer 690,Consumer,USA,New York,New York,64061,East,PROD282,Office Supplies,Storage,Storage Model 841,342.83,2,0.3,49.36
ORD102231,2024-03-15,2024-03-20,Standard Class,CUST1717,Customer 2550,Corporate,USA,Detroit,Michigan,55180,Central,PROD773,Technology,Phones,Phones Model 734,1146.03,4,0.05,209.28
ORD102232,2025-05-15,2025-05-22,First Class,CUST4127,Customer 1419,Consumer,USA,Detroit,Michigan,83967,Central,PROD758,Furniture,Bookcases,Bookcases Model 935,1980.4,8,0.2,434.05
ORD102233,2025-11-22,2025-11-24,Same Day,CUST4945,Customer 3779,Corporate,USA,San Francisco,California,11553,West,PROD323,Technology,Accessories,Accessories Model 827,512.05,5,0.3,-25.95
ORD102234,2025-07-22,2025-07-25,Second Class,CUST1840,Customer 852,Consumer,USA,Chicago,Illinois,11889,Central,PROD656,Office Supplies,Paper,Paper Model 143,1183.39,8,0.15,45.08
ORD102235,2025-10-05,2025-10-08,Second Class,CUST3094,Customer 1911,Consumer,USA,Dallas,Texas,32450,South,PROD918,Furniture,Chairs,Chairs Model 213,1488.73,9,0.3,326.33
ORD102236,2025-03-27,2025-03-29,Same Day,CUST2446,Customer 3124,Corporate,USA,Boston,Massachusetts,81403,East,PROD457,Technology,Copiers,Copiers Model 252,2304.21,9,0.2,49.61
ORD102237,2025-07-17,2025-07-20,Second Class,CUST3231,Customer 1925,Corporate,USA,Los Angeles,California,98266,West,PROD171,Office Supplies,Binders,Binders Model 547,933.43,1,0.0,283.28
ORD102238,2024-06-09,2024-06-14,First Class,CUST2447,Customer 1360,Consumer,USA,San Francisco,California,99709,West,PROD826,Technology,Copiers,Copiers Model 119,6325.89,7,0.05,808.92
ORD102239,2024-09-19,2024-09-25,Second Class,CUST1527,Customer 1759,Consumer,USA,Boston,Massachusetts,37261,East,PROD806,Furniture,Chairs,Chairs Model 148,8417.67,9,0.0,2159.9
ORD102240,2024-06-06,2024-06-12,Second Class,CUST1011,Customer 2890,Consumer,USA,New York,New York,97774,East,PROD378,Office Supplies,Binders,Binders Model 799,1603.01,8,0.05,203.06
ORD102241,2025-03-21,2025-03-28,Second Class,CUST4479,Customer 3919,Home Office,USA,Seattle,Washington,13949,West,PROD985,Office Supplies,Binders,Binders Model 720,8742.1,8,0.1,1593.64
ORD102242,2025-03-12,2025-03-17,Same Day,CUST4424,Customer 2287,Corporate,USA,Boston,Massachusetts,98612,East,PROD412,Technology,Accessories,Accessories Model 109,2578.4,4,0.0,824.97
ORD102243,2024-01-20,2024-01-24,Standard Class,CUST2785,Customer 1602,Corporate,USA,Los Angeles,California,86059,West,PROD575,Furniture,Tables,Tables Model 104,7379.77,6,0.1,216.1
ORD102244,2024-12-03,2024-12-09,Standard Class,CUST3006,Customer 1668,Corporate,USA,Philadelphia,Pennsylvania,28704,East,PROD694,Technology,Accessories,Accessories Model 522,1786.07,5,0.3,-110.31
ORD102245,2024-11-21,2024-11-28,Standard Class,CUST3679,Customer 2498,Corporate,USA,Seattle,Washington,90645,West,PROD686,Furniture,Bookcases,Bookcases Model 822,437.19,3,0.1,51.41
ORD102246,2024-12-05,2024-12-08,Second Class,CUST3859,Customer 1002,Home Office,USA,Chicago,Illinois,31318,Central,PROD236,Technology,Copiers,Copiers Model 776,2032.99,4,0.0,200.71
ORD102247,2024-08-28,2024-08-31,First Class,CUST4031,Customer 235,Home Office,USA,Boston,Massachusetts,50116,East,PROD608,Technology,Copiers,Copiers Model 514,3328.34,4,0.15,601.72
ORD102248,2024-03-30,2024-03-31,First Class,CUST4179,Customer 652,Corporate,USA,San Francisco,California,51856,West,PROD618,Technology,Copiers,Copiers Model 802,1788.53,4,0.2,360.35
ORD102249,2024-08-14,2024-08-15,Same Day,CUST2131,Customer 2178,Home Office,USA,Chicago,Illinois,12448,Central,PROD343,Office Supplies,Paper,Paper Model 120,5880.16,9,0.2,532.51
ORD102250,2025-07-10,2025-07-14,Standard Class,CUST4273,Customer 3641,Corporate,USA,Dallas,Texas,27202,South,PROD282,Technology,Copiers,Copiers Model 723,800.56,1,0.3,57.05
ORD102251,2024-07-04,2024-07-05,First Class,CUST4016,Customer 3250,Corporate,USA,San Francisco,California,83863,West,PROD516,Technology,Accessories,Accessories Model 553,3855.74,5,0.3,419.8
ORD102252,2025-04-04,2025-04-09,Second Class,CUST1075,Customer 2903,Corporate,USA,Dallas,Texas,53431,South,PROD578,Office Supplies,Storage,Storage Model 521,1783.23,10,0.0,189.93
ORD102253,2025-08-06,2025-08-13,First Class,CUST4964,Customer 2174,Home Office,USA,San Francisco,California,70916,West,PROD139,Office Supplies,Paper,Paper Model 917,2992.07,2,0.0,150.11
ORD102254,2025-12-27,2026-01-01,Same Day,CUST1248,Customer 32,Home Office,USA,Boston,Massachusetts,35658,East,PROD378,Technology,Phones,Phones Model 569,3508.05,3,0.0,387.38
ORD102255,2025-06-12,2025-06-17,Second Class,CUST1028,Customer 2814,Corporate,USA,Minneapolis,Minnesota,46800,Central,PROD499,Technology,Phones,Phones Model 208,1619.58,3,0.3,167.35
ORD102256,2025-08-31,2025-09-02,Same Day,CUST1430,Customer 2595,Corporate,USA,Philadelphia,Pennsylvania,61635,East,PROD149,Furniture,Bookcases,Bookcases Model 901,9100.4,10,0.2,1035.16
ORD102257,2024-12-27,2025-01-03,Second Class,CUST3102,Customer 1498,Home Office,USA,Los Angeles,California,94241,West,PROD674,Technology,Copiers,Copiers Model 981,4595.83,8,0.3,393.93
ORD102258,2025-04-23,2025-04-27,Second Class,CUST1209,Customer 2916,Home Office,USA,Minneapolis,Minnesota,11121,Central,PROD760,Technology,Phones,Phones Model 104,9464.0,9,0.1,2846.26
ORD102259,2025-10-31,2025-11-07,First Class,CUST4202,Customer 1134,Corporate,USA,Chicago,Illinois,70627,Central,PROD800,Office Supplies,Storage,Storage Model 757,3527.76,5,0.2,541.57
ORD102260,2024-06-23,2024-06-29,Same Day,CUST1554,Customer 1580,Home Office,USA,Dallas,Texas,55004,South,PROD391,Office Supplies,Binders,Binders Model 769,523.96,1,0.15,137.11
ORD102261,2024-09-22,2024-09-24,First Class,CUST3374,Customer 2672,Home Office,USA,San Francisco,California,37433,West,PROD725,Office Supplies,Paper,Paper Model 628,10402.67,10,0.0,616.86
ORD102262,2025-12-21,2025-12-28,Same Day,CUST2490,Customer 2074,Corporate,USA,Miami,Florida,69040,South,PROD619,Technology,Copiers,Copiers Model 874,701.41,10,0.3,121.84
ORD102263,2025-01-22,2025-01-26,First Class,CUST4374,Customer 894,Corporate,USA,Seattle,Washington,98760,West,PROD139,Office Supplies,Paper,Paper Model 600,7250.08,7,0.3,693.46
